,Timestamp,Open,High,Low,Close,Volume,Trend
1309,1.65064E+12,576230000,576230000,575389000,575412000,0.52701295,0
1310,1.65064E+12,575660000,575790000,575660000,575790000,0.01505862,2
1311,1.65064E+12,576870000,577097000,576000000,576846000,0.96216132,0
1312,1.65064E+12,576321000,576321000,576321000,576321000,0.00207594,0
1313,1.65064E+12,576320000,576320000,576320000,576320000,0.00021698,2
1314,1.65064E+12,576321000,576321000,576320000,576321000,0.05244115,0
1315,1.65064E+12,576320000,576320000,576320000,576320000,0.01859738,0
1316,1.65064E+12,576321000,576321000,576003000,576003000,0.09857241,0
1317,1.65064E+12,576003000,576004000,576003000,576004000,0.00043948,2
1318,1.65064E+12,576229000,576584000,576229000,576584000,0.05975763,2
1319,1.65064E+12,576590000,576789000,576590000,576789000,0.00170539,2
1320,1.65064E+12,576790000,576980000,576790000,576980000,0.00074271,2
1321,1.65064E+12,577180000,577244000,577180000,577244000,0.00212112,0
1322,1.65064E+12,577243000,577243000,577000000,577001000,0.04344045,0
1323,1.65064E+12,577000000,577001000,576979000,576979000,0.02295026,0
1324,1.65064E+12,576853000,576853000,576790000,576790000,0.0317819,0
1325,1.65064E+12,576650000,576650000,576230000,576230000,0.06144116,0
1326,1.65064E+12,576230000,576230000,575389000,575412000,0.52701295,0
1327,1.65064E+12,575660000,575790000,575660000,575790000,0.01505862,2
1328,1.65064E+12,576870000,577097000,576000000,576846000,0.96216132,0
1329,1.65064E+12,576321000,576321000,576321000,576321000,0.00207594,0
1330,1.65064E+12,576320000,576320000,576320000,576320000,0.00021698,2
1331,1.65064E+12,576321000,576321000,576320000,576321000,0.05244115,0
1332,1.65064E+12,576320000,576320000,576320000,576320000,0.01859738,0
1333,1.65064E+12,576321000,576321000,576003000,576003000,0.09857241,0
1334,1.65064E+12,576003000,576004000,576003000,576004000,0.00043948,2
1335,1.65064E+12,576229000,576584000,576229000,576584000,0.05975763,2
1336,1.65064E+12,576590000,576789000,576590000,576789000,0.00170539,2
1337,1.65064E+12,576790000,576980000,576790000,576980000,0.00074271,2
1338,1.65064E+12,577180000,577244000,577180000,577244000,0.00212112,0
1339,1.65064E+12,577243000,577243000,577000000,577001000,0.04344045,0
1340,1.65064E+12,577000000,577001000,576979000,576979000,0.02295026,0
1341,1.65064E+12,576853000,576853000,576790000,576790000,0.0317819,0
1342,1.65064E+12,576650000,576650000,576230000,576230000,0.06144116,0
1343,1.65064E+12,576230000,576230000,575389000,575412000,0.52701295,0
1344,1.65064E+12,575660000,575790000,575660000,575790000,0.01505862,2
1345,1.65064E+12,576870000,577097000,576000000,576846000,0.96216132,0
1346,1.65064E+12,576321000,576321000,576321000,576321000,0.00207594,0
1347,1.65064E+12,576320000,576320000,576320000,576320000,0.00021698,2
1348,1.65064E+12,576321000,576321000,576320000,576321000,0.05244115,0
1349,1.65064E+12,576320000,576320000,576320000,576320000,0.01859738,0
1350,1.65064E+12,576321000,576321000,576003000,576003000,0.09857241,0
1351,1.65064E+12,576003000,576004000,576003000,576004000,0.00043948,2
1352,1.65064E+12,576229000,576584000,576229000,576584000,0.05975763,2
1353,1.65064E+12,576590000,576789000,576590000,576789000,0.00170539,2
1354,1.65064E+12,576790000,576980000,576790000,576980000,0.00074271,2
1355,1.65064E+12,577180000,577244000,577180000,577244000,0.00212112,0
1356,1.65064E+12,577243000,577243000,577000000,577001000,0.04344045,0
1357,1.65064E+12,577000000,577001000,576979000,576979000,0.02295026,0
1358,1.65064E+12,576853000,576853000,576790000,576790000,0.0317819,0
1359,1.65064E+12,576650000,576650000,576230000,576230000,0.06144116,0
1360,1.65064E+12,576230000,576230000,575389000,575412000,0.52701295,0
1361,1.65064E+12,575660000,575790000,575660000,575790000,0.01505862,2
1362,1.65064E+12,576870000,577097000,576000000,576846000,0.96216132,0
1363,1.65064E+12,576321000,576321000,576321000,576321000,0.00207594,0
1364,1.65064E+12,576320000,576320000,576320000,576320000,0.00021698,2
1365,1.65064E+12,576321000,576321000,576320000,576321000,0.05244115,0
1366,1.65064E+12,576320000,576320000,576320000,576320000,0.01859738,0
1367,1.65064E+12,576321000,576321000,576003000,576003000,0.09857241,0
1368,1.65064E+12,576003000,576004000,576003000,576004000,0.00043948,2
1369,1.65064E+12,576229000,576584000,576229000,576584000,0.05975763,2
1370,1.65064E+12,576590000,576789000,576590000,576789000,0.00170539,2
1371,1.65064E+12,576790000,576980000,576790000,576980000,0.00074271,2
1372,1.65064E+12,577180000,577244000,577180000,577244000,0.00212112,0
1373,1.65064E+12,577243000,577243000,577000000,577001000,0.04344045,0
1374,1.65064E+12,577000000,577001000,576979000,576979000,0.02295026,0
1375,1.65064E+12,576853000,576853000,576790000,576790000,0.0317819,0
1376,1.65064E+12,576650000,576650000,576230000,576230000,0.06144116,0
1377,1.65064E+12,576230000,576230000,575389000,575412000,0.52701295,0
1378,1.65064E+12,575660000,575790000,575660000,575790000,0.01505862,2
1379,1.65064E+12,576870000,577097000,576000000,576846000,0.96216132,0
1380,1.65064E+12,576321000,576321000,576321000,576321000,0.00207594,0
1381,1.65064E+12,576320000,576320000,576320000,576320000,0.00021698,2
1382,1.65064E+12,576321000,576321000,576320000,576321000,0.05244115,0
1383,1.65064E+12,576320000,576320000,576320000,576320000,0.01859738,0
1384,1.65064E+12,576321000,576321000,576003000,576003000,0.09857241,0
1385,1.65064E+12,576003000,576004000,576003000,576004000,0.00043948,2
1386,1.65064E+12,576229000,576584000,576229000,576584000,0.05975763,2
1387,1.65064E+12,576590000,576789000,576590000,576789000,0.00170539,2
1388,1.65064E+12,576790000,576980000,576790000,576980000,0.00074271,2
1389,1.65064E+12,577180000,577244000,577180000,577244000,0.00212112,0
1390,1.65064E+12,577243000,577243000,577000000,577001000,0.04344045,0
1391,1.65064E+12,577000000,577001000,576979000,576979000,0.02295026,0
1392,1.65064E+12,576853000,576853000,576790000,576790000,0.0317819,0
1393,1.65064E+12,576650000,576650000,576230000,576230000,0.06144116,0
1394,1.65064E+12,576230000,576230000,575389000,575412000,0.52701295,0
1395,1.65064E+12,575660000,575790000,575660000,575790000,0.01505862,2
1396,1.65064E+12,576870000,577097000,576000000,576846000,0.96216132,0
1397,1.65064E+12,576321000,576321000,576321000,576321000,0.00207594,0
1398,1.65064E+12,576320000,576320000,576320000,576320000,0.00021698,2
1399,1.65064E+12,576321000,576321000,576320000,576321000,0.05244115,0
1400,1.65064E+12,576320000,576320000,576320000,576320000,0.01859738,0
1401,1.65064E+12,576321000,576321000,576003000,576003000,0.09857241,0
1402,1.65064E+12,576003000,576004000,576003000,576004000,0.00043948,2
1403,1.65064E+12,576229000,576584000,576229000,576584000,0.05975763,2
1404,1.65064E+12,576590000,576789000,576590000,576789000,0.00170539,2
